Symbol,20191104,20191106,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
QQQ_120619P208,0:200.2649,0:199.76,8:201.23:15155921:7.18:0,8:200.96:10128652:7.18:0,8:201.54:14695374:7.18:0,8:201.59:15792836:7.18:0,8:201.43:16903669:7.18:0,8:202.91:18151654:5.68:6,9:203.07:18408797:5.73:3,10:202.07:32364255:6.8:4,12:0:0:6.38:28,[36:201.83:17186554:6.74:1
QQQ_121319P195.5,0:200.2649,1:199.76,1:201.23:15155921:1.69:20,8:200.96:10128652:1.72:146,153:201.54:14695374:1.72:0,153:201.59:15792836:1.72:0,153:201.43:16903669:1.53:1,153:202.91:18151654:1.06:8,160:203.07:18408797:1.09:4,164:202.07:32364255:1.11:5,168:0:0:1.09:33,193:201.83:17186554:1.0:72
QQQ_121319P196,8:200.2649,17:199.76,36:201.23:15155921:1.91:0,36:200.96:10128652:1.83:93,115:201.54:14695374:1.68:24,121:201.59:15792836:1.65:31,125:201.43:16903669:1.52:145,253:202.91:18151654:1.2:11,259:203.07:18408797:0.97:197,455:202.07:32364255:1.16:55,460:0:0:1.28:30,[470:201.83:17186554:1.09:31
QQQ_121319P196.5,12:200.2649,14:199.76,14:201.23:15155921:1.99:0,14:200.96:10128652:1.9:10,14:201.54:14695374:1.68:3,15:201.59:15792836:1.68:0,15:201.43:16903669:1.75:13,26:202.91:18151654:1.26:5,31:203.07:18408797:1.3:1,37:202.07:32364255:1.36:2,U:0:0:U:U,[39:201.83:17186554:1.38:1
QQQ_121319P197,35:200.2649,66:199.76,78:201.23:15155921:1.99:22,86:200.96:10128652:2.03:20,102:201.54:14695374:1.8:62,132:201.59:15792836:1.8:10,124:201.43:16903669:1.76:25,123:202.91:18151654:1.32:42,119:203.07:18408797:1.12:77,167:202.07:32364255:1.33:90,U:0:0:U:U,[206:201.83:17186554:1.23:25
QQQ_121319P197.5,7:200.2649,9:199.76,7:201.23:15155921:2.65:29,35:200.96:10128652:2.16:57,76:201.54:14695374:1.92:68,144:201.59:15792836:1.93:8,151:201.43:16903669:1.85:3,152:202.91:18151654:1.54:2,154:203.07:18408797:1.27:18,176:202.07:32364255:1.85:1,175:0:0:1.53:51,[226:201.83:17186554:1.35:2
QQQ_121319P198,24:200.2649,23:199.76,70:201.23:15155921:2.35:0,70:200.96:10128652:2.28:39,56:201.54:14695374:2.23:73,71:201.59:15792836:2.18:154,217:201.43:16903669:1.99:2372,2251:202.91:18151654:1.43:674,2602:203.07:18408797:1.24:1536,4123:202.07:32364255:1.64:204,4265:0:0:1.65:50,[4257:201.83:17186554:1.41:352
QQQ_121319P198.5,21:200.2649,21:199.76,23:201.23:15155921:3.19:2,24:200.96:10128652:2.5:18,39:201.54:14695374:2.07:5,39:201.59:15792836:2.14:3,39:201.43:16903669:2.2:2,39:202.91:18151654:1.62:524,267:203.07:18408797:1.31:19,273:202.07:32364255:2.1:25,284:0:0:1.7:71,[348:201.83:17186554:1.61:69
QQQ_121319P199,40:200.2649,53:199.76,81:201.23:15155921:2.65:52,110:200.96:10128652:2.59:2,110:201.54:14695374:2.5:54,118:201.59:15792836:2.36:10,114:201.43:16903669:2.45:58,158:202.91:18151654:1.68:24,175:203.07:18408797:1.47:17,208:202.07:32364255:1.77:100,282:0:0:1.89:125,[351:201.83:17186554:1.6:20
QQQ_121319P199.5,40:200.2649,54:199.76,128:201.23:15155921:3.08:7,130:200.96:10128652:2.77:72,124:201.54:14695374:2.37:2,126:201.59:15792836:2.37:0,126:201.43:16903669:2.52:12,134:202.91:18151654:1.75:4,136:203.07:18408797:1.58:10,149:202.07:32364255:2.1:41,178:0:0:1.93:53,[160:201.83:17186554:1.75:5
QQQ_121319P200,12:200.2649,112:199.76,256:201.23:15155921:2.98:73,271:200.96:10128652:2.96:41,281:201.54:14695374:2.78:2058,2210:201.59:15792836:2.71:83,2227:201.43:16903669:2.56:239,2230:202.91:18151654:1.88:331,2438:203.07:18408797:1.65:30,2546:202.07:32364255:1.97:544,2517:0:0:2.18:292,[2674:201.83:17186554:2.01:125
QQQ_121319P201,11:200.2649,5:199.76,95:201.23:15155921:3.3:122,110:200.96:10128652:3.3:145,190:201.54:14695374:3.02:515,261:201.59:15792836:3.06:209,319:201.43:16903669:2.94:114,401:202.91:18151654:2.26:533,626:203.07:18408797:2.0:66,U:202.07:32364255:U:U,1681:0:0:2.46:5270,[5373:201.83:17186554:2.18:2372
QQQ_121319P202,1:200.2649,74:199.76,320:201.23:15155921:3.7:100,420:200.96:10128652:3.83:120,355:201.54:14695374:3.57:112,437:201.59:15792836:3.45:131,486:201.43:16903669:3.88:118,507:202.91:18151654:2.5:236,645:203.07:18408797:2.24:104,708:202.07:32364255:2.59:510,U:0:0:U:U,[949:201.83:17186554:2.54:129
QQQ_121319P202.5,0:200.2649,10:199.76,10:201.23:15155921:4.65:0,10:200.96:10128652:4.65:0,10:201.54:14695374:3.49:2,12:201.59:15792836:4.01:10,2:201.43:16903669:3.85:7,8:202.91:18151654:2.72:168,120:203.07:18408797:2.48:25,93:202.07:32364255:2.86:374,U:0:0:U:U,[372:201.83:17186554:2.87:9
QQQ_121319P203,131:200.2649,131:199.76,179:201.23:15155921:4.37:60,193:200.96:10128652:4.26:22,215:201.54:14695374:3.86:53,214:201.59:15792836:3.93:100,233:201.43:16903669:3.81:122,287:202.91:18151654:2.95:126,267:203.07:18408797:2.69:43,332:202.07:32364255:3.07:1005,562:0:0:3.29:512,[1056:201.83:17186554:3.01:49
QQQ_121319P204,40:200.2649,190:199.76,219:201.23:15155921:4.68:50,267:200.96:10128652:4.68:0,267:201.54:14695374:4.55:80,317:201.59:15792836:4.57:108,321:201.43:16903669:4.23:129,372:202.91:18151654:3.46:10,382:203.07:18408797:2.91:117,538:202.07:32364255:3.49:244,453:0:0:3.74:103,[497:201.83:17186554:3.47:307
QQQ_121319P205,40:200.2649,40:199.76,42:201.23:15155921:5.35:0,42:200.96:10128652:5.33:2,42:201.54:14695374:4.85:110,152:201.59:15792836:5.07:42,188:201.43:16903669:4.82:250,353:202.91:18151654:4.06:101,354:203.07:18408797:3.44:106,516:202.07:32364255:4.09:47,503:0:0:4.59:45,[536:201.83:17186554:4.25:587
QQQ_121319P206,2:200.2649,2:199.76,100:201.23:15155921:5.94:0,100:200.96:10128652:5.94:0,100:201.54:14695374:5.24:2,98:201.59:15792836:5.74:60,158:201.43:16903669:5.74:0,158:202.91:18151654:4.5:75,200:203.07:18408797:4.24:120,244:202.07:32364255:5.04:80,U:0:0:U:U,[255:201.83:17186554:5.04:0
QQQ_121319P207,0:200.2649,10:199.76,14:201.23:15155921:7.18:60,74:200.96:10128652:7.18:0,74:201.54:14695374:6.08:9,83:201.59:15792836:6.08:0,83:201.43:16903669:6.63:5,88:202.91:18151654:5.14:45,102:203.07:18408797:5.14:0,U:202.07:32364255:U:U,U:0:0:U:U,[138:201.83:17186554:5.64:24
QQQ_121319P207.5,0:200.2649,0:199.76,1:201.23:15155921:8.62:0,1:200.96:10128652:8.62:0,1:201.54:14695374:8.62:0,1:201.59:15792836:8.62:0,1:201.43:16903669:8.62:0,1:202.91:18151654:8.62:0,1:203.07:18408797:8.62:0,1:202.07:32364255:4.82:1,1:0:0:6.48:30,[31:201.83:17186554:5.99:30
QQQ_121319P208,0:200.2649,0:199.76,1:201.23:15155921:7.8:0,1:200.96:10128652:7.8:0,1:201.54:14695374:6.78:10,11:201.59:15792836:6.78:0,11:201.43:16903669:7.95:1,11:202.91:18151654:5.94:1,11:203.07:18408797:5.94:0,61:202.07:32364255:5.27:0,U:0:0:U:U,[61:201.83:17186554:5.27:0
QQQ_122019P191,8112:200.2649,8338:199.76,8453:201.23:15155921:1.34:44,8460:200.96:10128652:1.3:253,8596:201.54:14695374:1.18:147,8633:201.59:15792836:1.2:521,8772:201.43:16903669:1.12:699,9447:202.91:18151654:0.83:984,10150:203.07:18408797:0.72:161,10744:202.07:32364255:0.82:388,10592:0:0:0.88:592,10369:201.83:17186554:0.77:641
QQQ_122019P192,11356:200.2649,17867:199.76,20994:201.23:15155921:1.47:376,21108:200.96:10128652:1.43:276,21237:201.54:14695374:1.3:436,21298:201.59:15792836:1.38:437,21359:201.43:16903669:1.26:347,21409:202.91:18151654:0.91:1680,U:203.07:18408797::,21485:202.07:32364255:1.03:610,21402:0:0:1.06:8101,29237:201.83:17186554:0.92:437
QQQ_122019P193,32244:200.2649,31027:199.76,31367:201.23:15155921:1.6:295,31489:200.96:10128652:1.61:336,31287:201.54:14695374:1.45:1195,31546:201.59:15792836:1.48:137,31557:201.43:16903669:1.39:1353,31415:202.91:18151654:1.01:652,31641:203.07:18408797:0.9:1841,34002:202.07:32364255:1.03:627,33730:0:0:1.1:349,33716:201.83:17186554:1.04:148
QQQ_122019P194,17857:200.2649,17831:199.76,17983:201.23:15155921:1.81:276,17966:200.96:10128652:1.79:762,17849:201.54:14695374:1.58:802,17807:201.59:15792836:1.65:946,17902:201.43:16903669:1.52:531,17885:202.91:18151654:1.15:14008,U:203.07:18408797::,26656:202.07:32364255:1.19:2966,25817:0:0:1.24:3815,27507:201.83:17186554:1.17:2508
QQQ_122019P195,14811:200.2649,15746:199.76,16035:201.23:15155921:1.95:448,16112:200.96:10128652:1.97:2234,16348:201.54:14695374:1.77:5886,18740:201.59:15792836:1.84:7107,23493:201.43:16903669:1.69:8891,31384:202.91:18151654:1.26:9825,U:203.07:18408797:.9:,41598:202.07:32364255:1.31:16439,48686:0:0:1.43:7583,50538:201.83:17186554:1.28:2290
QQQ_122019P196,6604:200.2649,6545:199.76,5807:201.23:15155921:2.18:249,5695:200.96:10128652:2.16:1005,5838:201.54:14695374:1.97:1462,7086:201.59:15792836:2.04:363,7304:201.43:16903669:1.9:509,7244:202.91:18151654:1.43:407,7285:203.07:18408797:1.29:8569,15879:202.07:32364255:1.48:1672,16656:0:0:1.56:110,[16642:201.83:17186554:1.44:548
QQQ_122019P197,14454:200.2649,14785:199.76,14980:201.23:15155921:2.46:344,15231:200.96:10128652:2.47:484,15180:201.54:14695374:2.23:319,15317:201.59:15792836:2.33:492,15420:201.43:16903669:2.11:4552,18190:202.91:18151654:1.61:3472,U:203.07:18408797::,21721:202.07:32364255:1.83:4843,23370:0:0:1.78:4464,[27144:201.83:17186554:1.63:1334
QQQ_122019P198,6004:200.2649,6621:199.76,5675:201.23:15155921:2.69:161,5639:200.96:10128652:2.75:151,5629:201.54:14695374:2.45:299,5786:201.59:15792836:2.61:3886,8704:201.43:16903669:2.39:6257,13444:202.91:18151654:1.8:4523,17015:203.07:18408797:1.62:1250,18154:202.07:32364255:1.88:9330,23101:0:0:2.01:491,[23269:201.83:17186554:1.84:4363
QQQ_122019P199,2564:200.2649,2887:199.76,3717:201.23:15155921:2.95:358,3928:200.96:10128652:3.06:231,3934:201.54:14695374:2.95:253,3932:201.59:15792836:2.85:538,3903:201.43:16903669:2.64:1138,4480:202.91:18151654:2.05:675,4599:203.07:18408797:1.89:659,6264:202.07:32364255:2.14:1934,6749:0:0:2.36:313,[6740:201.83:17186554:2.1:2423
QQQ_122019P200,4317:200.2649,14970:199.76,21644:201.23:15155921:3.3:12403,32178:200.96:10128652:3.37:3116,33703:201.54:14695374:3.07:1287,33754:201.59:15792836:3.07:5171,33816:201.43:16903669:2.96:7028,36426:202.91:18151654:2.3:2894,36347:203.07:18408797:2.1:7994,37040:202.07:32364255:2.39:11919,45444:0:0:2.6:2657,[45446:201.83:17186554:2.36:2406
QQQ_122019P201,1105:200.2649,2251:199.76,3143:201.23:15155921:3.65:1332,3526:200.96:10128652:3.7:1347,3853:201.54:14695374:3.42:873,4325:201.59:15792836:3.6:2067,4901:201.43:16903669:3.3:2493,6205:202.91:18151654:2.6:2928,7135:203.07:18408797:2.39:1868,8728:202.07:32364255:2.7:1227,8500:0:0:2.91:682,[8733:201.83:17186554:2.7:1484
QQQ_122019P202,1179:200.2649,1436:199.76,2526:201.23:15155921:4.1:1695,2704:200.96:10128652:4.13:1190,2473:201.54:14695374:3.8:3961,3583:201.59:15792836:3.82:2156,3752:201.43:16903669:3.74:1872,4602:202.91:18151654:2.94:6476,9252:203.07:18408797:2.72:10083,U:202.07:32364255:U:U,U:0:0:U:U,[18741:201.83:17186554:3.02:3137
QQQ_122019P203,621:200.2649,1129:199.76,1153:201.23:15155921:4.54:243,1166:200.96:10128652:4.62:200,1244:201.54:14695374:4.26:350,1255:201.59:15792836:4.39:363,1425:201.43:16903669:4.2:1969,2040:202.91:18151654:3.31:1822,2807:203.07:18408797:3.13:2266,U:202.07:32364255:U:U,U:0:0:U:U,[6550:201.83:17186554:3.45:378
QQQ_122019P204,589:200.2649,647:199.76,762:201.23:15155921:5.08:141,776:200.96:10128652:5.14:24,783:201.54:14695374:4.99:180,857:201.59:15792836:4.8:1421,915:201.43:16903669:4.72:230,984:202.91:18151654:3.77:428,1026:203.07:18408797:3.6:545,U:202.07:32364255:U:U,U:0:0:U:U,[2737:201.83:17186554:3.95:255
QQQ_122019P205,1196:200.2649,1580:199.76,2078:201.23:15155921:5.75:364,2380:200.96:10128652:5.81:48,2442:201.54:14695374:5.32:1241,3461:201.59:15792836:5.43:2415,4563:201.43:16903669:5.25:150,4516:202.91:18151654:4.25:439,4598:203.07:18408797:3.96:787,5305:202.07:32364255:4.51:3294,6550:0:0:4.75:420,[6819:201.83:17186554:4.5:539
QQQ_122019P206,291:200.2649,533:199.76,622:201.23:15155921:6.8:83,595:200.96:10128652:6.6:4,595:201.54:14695374:5.71:12,603:201.59:15792836:5.94:31,624:201.43:16903669:5.8:33,654:202.91:18151654:5.1:7,650:203.07:18408797:4.52:105,905:202.07:32364255:5.02:161,864:0:0:5.36:15,[861:201.83:17186554:5.24:264
QQQ_122019P207,484:200.2649,548:199.76,590:201.23:15155921:7.46:23,599:200.96:10128652:7.46:0,599:201.54:14695374:6.85:72,651:201.59:15792836:6.79:134,773:201.43:16903669:6.72:11,764:202.91:18151654:5.54:10,771:203.07:18408797:5.1:52,810:202.07:32364255:6.01:209,877:0:0:6.08:36,[885:201.83:17186554:5.88:18
QQQ_122019P208,219:200.2649,468:199.76,562:201.23:15155921:8.67:2,562:200.96:10128652:8.36:2,562:201.54:14695374:7.07:41,599:201.59:15792836:7.23:5,603:201.43:16903669:7.25:3,606:202.91:18151654:6.24:164,643:203.07:18408797:5.81:24,869:202.07:32364255:6.5:146,921:0:0:7.03:2,[919:201.83:17186554:7.03:0
QQQ_122019P209,59:200.2649,367:199.76,397:201.23:15155921:9.42:0,397:200.96:10128652:8.47:1,397:201.54:14695374:7.54:10,407:201.59:15792836:7.54:0,407:201.43:16903669:7.54:0,407:202.91:18151654:6.99:11,397:203.07:18408797:6.91:24,383:202.07:32364255:7.58:34,385:0:0:7.58:0,[385:201.83:17186554:7.58:0
QQQ_122019P210,224:200.2649,418:199.76,475:201.23:15155921:9.13:63,490:200.96:10128652:9.56:14,501:201.54:14695374:9.13:17,518:201.59:15792836:9.1:10,523:201.43:16903669:8.8:522,1001:202.91:18151654:7.69:284,1141:203.07:18408797:7.15:28,1369:202.07:32364255:8.16:258,1217:0:0:8.98:14,1207:201.83:17186554:8.3:116
QQQ_123119P191,1934:200.2649,1987:199.76,1987:201.23:15155921:1.81:350,2186:200.96:10128652:1.73:105,2229:201.54:14695374:1.58:53,2237:201.59:15792836:1.55:5,2238:201.43:16903669:1.64:3,2239:202.91:18151654:1.23:10,U:203.07:18408797::,U:202.07:32364255:U:U,2275:0:0:1.33:10,2285:201.83:17186554:1.33:10
QQQ_123119P192,1725:200.2649,1738:199.76,1742:201.23:15155921:2.04:2,1743:200.96:10128652:2.04:0,1743:201.54:14695374:1.73:50,1776:201.59:15792836:1.89:2,1778:201.43:16903669:1.83:104,1864:202.91:18151654:1.34:37,U:203.07:18408797::,1820:202.07:32364255:1.37:149,U:0:0:U:U,[1833:201.83:17186554:1.35:553
QQQ_123119P193,4215:200.2649,4341:199.76,4343:201.23:15155921:2.14:0,4343:200.96:10128652:2.14:0,4343:201.54:14695374:1.96:23,4349:201.59:15792836:2.05:32,4372:201.43:16903669:2.07:2,4374:202.91:18151654:1.46:133,U:203.07:18408797::,4509:202.07:32364255:1.54:122,4519:0:0:1.55:93,[4553:201.83:17186554:1.54:273
QQQ_123119P194,700:200.2649,743:199.76,774:201.23:15155921:2.63:0,774:200.96:10128652:2.37:6,774:201.54:14695374:2.24:23,781:201.59:15792836:2.04:4,783:201.43:16903669:2.25:4,787:202.91:18151654:1.66:23,804:203.07:18408797:1.4:6,820:202.07:32364255:1.7:548,1165:0:0:1.71:409,[1569:201.83:17186554:1.65:10
QQQ_123119P195,1645:200.2649,1665:199.76,1760:201.23:15155921:2.53:28,1787:200.96:10128652:2.53:134,1833:201.54:14695374:2.4:1557,2876:201.59:15792836:2.4:39,2878:201.43:16903669:2.26:63,2878:202.91:18151654:1.8:345,2827:203.07:18408797:1.61:168,3135:202.07:32364255:1.82:120,3176:0:0:1.95:159,[3128:201.83:17186554:1.83:76
QQQ_123119P196,2155:200.2649,2162:199.76,2251:201.23:15155921:2.97:22,2254:200.96:10128652:2.81:1956,4004:201.54:14695374:2.5:16,4005:201.59:15792836:2.5:0,4005:201.43:16903669:2.65:121,4088:202.91:18151654:1.98:188,4219:203.07:18408797:1.75:5,4224:202.07:32364255:2.17:30,U:0:0:U:U,[4246:201.83:17186554:2.0:40
QQQ_123119P197,1515:200.2649,1521:199.76,1522:201.23:15155921:3.33:0,1522:200.96:10128652:3.33:0,1522:201.54:14695374:2.83:98,1582:201.59:15792836:2.71:5,1581:201.43:16903669:2.86:255,1697:202.91:18151654:2.18:8,1698:203.07:18408797:1.97:3,4308:202.07:32364255:2.4:142,10569:0:0:2.36:124,[10525:201.83:17186554:2.24:52
QQQ_123119P198,2040:200.2649,2044:199.76,2196:201.23:15155921:3.37:2046,1216:200.96:10128652:3.29:431,1604:201.54:14695374:3.12:27,1610:201.59:15792836:3.07:1641,3224:201.43:16903669:3.0:2018,3040:202.91:18151654:2.35:32,3065:203.07:18408797:2.15:5,3111:202.07:32364255:2.49:424,3456:0:0:2.66:19,[3445:201.83:17186554:2.55:518
QQQ_123119P199,240:200.2649,296:199.76,383:201.23:15155921:3.6:2,384:200.96:10128652:3.68:28,393:201.54:14695374:3.51:76,418:201.59:15792836:3.69:62,438:201.43:16903669:3.66:9,440:202.91:18151654:2.65:94,487:203.07:18408797:2.47:102,U:202.07:32364255:U:U,1438:0:0:3.04:121,[1360:201.83:17186554:2.8:13
QQQ_123119P200,652:200.2649,820:199.76,838:201.23:15155921:3.92:51,852:200.96:10128652:4.01:60,837:201.54:14695374:3.7:111,850:201.59:15792836:3.8:48,857:201.43:16903669:3.6:63,863:202.91:18151654:2.91:250,1023:203.07:18408797:2.71:84,1210:202.07:32364255:3.0:508,U:0:0:.6:U,[1598:201.83:17186554:3.21:33
QQQ_123119P201,493:200.2649,764:199.76,799:201.23:15155921:4.35:222,826:200.96:10128652:4.72:6,825:201.54:14695374:4.16:1073,1722:201.59:15792836:4.18:82,1770:201.43:16903669:4.04:116,1804:202.91:18151654:3.32:72,1816:203.07:18408797:3.03:9,1823:202.07:32364255:3.53:243,1864:0:0:3.7:40,[1859:201.83:17186554:3.54:85
QQQ_123119P202,427:200.2649,423:199.76,505:201.23:15155921:4.87:424,908:200.96:10128652:4.83:10,908:201.54:14695374:4.51:150,910:201.59:15792836:4.57:81,901:201.43:16903669:4.62:11,900:202.91:18151654:3.6:150,931:203.07:18408797:3.42:125,940:202.07:32364255:3.74:471,705:0:0:4.07:154,[767:201.83:17186554:4.05:75
QQQ_123119P203,134:200.2649,154:199.76,154:201.23:15155921:5.36:31,171:200.96:10128652:5.79:5,172:201.54:14695374:5.05:49,171:201.59:15792836:4.95:1,171:201.43:16903669:4.9:1,172:202.91:18151654:4.11:531,643:203.07:18408797:3.75:1750,1029:202.07:32364255:4.36:1473,U:201.7:17883581:7.97:2:0:0:.9:U,[2011:201.83:17186554:4.36:74
QQQ_123119P204,152:200.2649,152:199.76,153:201.23:15155921:6.11:134,274:200.96:10128652:6.11:0,274:201.54:14695374:5.52:38,280:201.59:15792836:5.76:7,279:201.43:16903669:5.64:14,281:202.91:18151654:4.51:28,295:203.07:18408797:4.01:99,371:202.07:32364255:4.84:347,231:0:0:4.86:69,[228:201.83:17186554:4.92:300
QQQ_123119P205,420:200.2649,426:199.76,421:201.23:15155921:6.42:0,421:200.96:10128652:6.42:0,421:201.54:14695374:5.99:25,431:201.59:15792836:5.9:13,431:201.43:16903669:5.97:33,428:202.91:18151654:5.11:24,431:203.07:18408797:4.71:26,452:202.07:32364255:5.17:77,448:0:0:5.3:1,[448:201.83:17186554:5.32:17
QQQ_123119P206,68:200.2649,74:199.76,76:201.23:15155921:6.94:0,76:200.96:10128652:6.94:0,76:201.54:14695374:6.15:10,86:201.59:15792836:7.07:10,81:201.43:16903669:6.81:7,86:202.91:18151654:5.6:24,99:203.07:18408797:5.28:17,170:202.07:32364255:5.7:55,150:0:0:6.34:12,[145:201.83:17186554:5.92:56
QQQ_123119P207,26:200.2649,37:199.76,82:201.23:15155921:8.19:10,77:200.96:10128652:7.73:2,79:201.54:14695374:7.73:0,79:201.59:15792836:7.12:1,78:201.43:16903669:8.05:6,83:202.91:18151654:6.2:2,85:203.07:18408797:5.76:5,124:202.07:32364255:6.43:57,U:0:0:U:U,[129:201.83:17186554:6.73:20
QQQ_123119P208,50:200.2649,79:199.76,79:201.23:15155921:9.21:0,79:200.96:10128652:9.21:0,79:201.54:14695374:9.21:0,79:201.59:15792836:9.21:0,79:201.43:16903669:9.21:0,79:202.91:18151654:9.21:0,79:203.07:18408797:9.21:0,151:202.07:32364255:6.53:32,151:0:0:7.54:10,[151:201.83:17186554:7.54:0
QQQ_123119P209,127:200.2649,129:199.76,129:201.23:15155921:9.75:1,129:200.96:10128652:9.75:0,129:201.54:14695374:9.75:0,129:201.59:15792836:9.75:0,129:201.43:16903669:9.75:0,129:202.91:18151654:9.75:0,129:203.07:18408797:9.75:0,139:202.07:32364255:6.93:0,U:0:0:U:U,[139:201.83:17186554:6.93:0
QQQ_123119P210,15:200.2649,19:199.76,29:201.23:15155921:10.48:15,24:200.96:10128652:10.48:0,24:201.54:14695374:10.48:0,24:201.59:15792836:10.48:0,24:201.43:16903669:10.48:0,24:202.91:18151654:8.34:2,24:203.07:18408797:7.75:1,25:202.07:32364255:9.31:1,U:0:0:U:U,[25:201.83:17186554:8.84:30
