Symbol,20191104,20191106,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
QQQ_112219P192,U,5445:199.76,5546:201.23:15155921:0.28:1378,5872:200.96:10128652:0.23:66,5866:201.54:14695374:0.2:159,5874:201.59:15792836:0.2:3284,6385:201.43:16903669:0.15:72,6415:202.91:18151654:0.05:269,U:203.07:18408797::,5645:202.07:32364255:0.03:22,5646:0:0:0.01:16,5633:201.83:17186554:0.01:1
QQQ_112919P193,U,824:199.76,921:201.23:15155921:0.55:155,913:200.96:10128652:0.53:31,923:201.54:14695374:0.46:212,993:201.59:15792836:0.42:19,991:201.43:16903669:0.54:46,977:202.91:18151654:0.23:254,U:203.07:18408797::,1085:202.07:32364255:0.2:100,1118:0:0:0.12:10,1120:201.83:17186554:0.05:2018
QQQ_120619P194.5,U,168:199.76,181:201.23:15155921:1.35:2,180:200.96:10128652:1.12:17,180:201.54:14695374:1.12:0,180:201.59:15792836:0.98:41,216:201.43:16903669:0.98:0,216:202.91:18151654:0.75:2,U:203.07:18408797::,211:202.07:32364255:0.79:56,206:0:0:0.6:2,207:201.83:17186554:0.54:102
QQQ_121319P195,U,250:199.76,291:201.23:15155921:1.65:59,313:200.96:10128652:1.62:10360,10468:201.54:14695374:1.49:126,10500:201.59:15792836:1.45:24,10520:201.43:16903669:1.5:672,10532:202.91:18151654:0.95:10045,U:203.07:18408797::,6790:202.07:32364255:0.97:295,U:0:0:U:U,6658:201.83:17186554:0.88:639
QQQ_122019P190,U,29018:199.76,30339:201.23:15155921:1.18:5828,34666:200.96:10128652:1.17:1343,35582:201.54:14695374:1.04:2226,36644:201.59:15792836:1.1:1695,36907:201.43:16903669:1.01:5310,39086:202.91:18151654:0.73:951,39006:203.07:18408797:0.64:1182,38713:202.07:32364255:0.73:3827,U:0:0:U:U,39729:201.83:17186554:0.69:5693
QQQ_123119P190,U,2592:199.76,3119:201.23:15155921:1.6:123,3108:200.96:10128652:1.59:268,3104:201.54:14695374:1.45:146,3122:201.59:15792836:1.53:313,3178:201.43:16903669:1.42:2056,4563:202.91:18151654:1.09:144,4826:203.07:18408797:0.95:81,4867:202.07:32364255:1.1:541,4955:0:0:1.19:14,4962:201.83:17186554:1.13:100
QQQ_112219P196.5,U,U,0:201.23:15155921:0.68:20,20:200.96:10128652:0.66:47,61:201.54:14695374:0.61:157,176:201.59:15792836:0.52:29,195:201.43:16903669:0.48:46,228:202.91:18151654:0.18:120,U:203.07:18408797::,325:202.07:32364255:0.09:105,312:0:0:0.02:1437,[1640:201.83:17186554:0.01:12
QQQ_112219P198.5,U,U,0:201.23:15155921:1.02:97,95:200.96:10128652:1.06:69,110:201.54:14695374:0.86:838,723:201.59:15792836:0.98:725,928:201.43:16903669:0.7:2743,1341:202.91:18151654:0.3:2628,2813:203.07:18408797:0.17:924,U:202.07:32364255:U:U,3015:0:0:0.05:187,[3034:201.83:17186554:0.01:1980
QQQ_112219P199.5,U,U,0:201.23:15155921:1.27:159,130:200.96:10128652:1.37:124,204:201.54:14695374:1.1:1719,1471:201.59:15792836:1.05:739,1708:201.43:16903669:0.96:444,1885:202.91:18151654:0.42:933,2354:203.07:18408797:0.28:4890,4644:202.07:32364255:0.25:3277,6768:0:0:0.11:4750,[8325:201.83:17186554:0.01:1060
QQQ_112219P209,U,U,2:201.23:15155921:7.78:0,2:200.96:10128652:7.78:0,2:201.54:14695374:7.78:0,0:201.59:15792836:7.78:0,0:201.43:16903669:7.78:0,0:202.91:18151654:7.78:0,0:203.07:18408797:7.78:0,4:202.07:32364255:5.57:8,0:0:0:5.57:0,[0:201.83:17186554:5.57:0
QQQ_112919P209,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:0.0:0,0:201.54:14695374:0.0:0,0:201.59:15792836:0.0:0,0:201.43:16903669:8.02:3,3:202.91:18151654:8.02:0,3:203.07:18408797:8.02:0,4:202.07:32364255:5.59:0,U:0:0:U:U,[5:201.83:17186554:7.5:0
QQQ_120619P209,U,U,8:201.23:15155921:8.27:0,8:200.96:10128652:8.27:0,8:201.54:14695374:8.27:0,8:201.59:15792836:7.76:1,9:201.43:16903669:8.68:3,11:202.91:18151654:8.68:0,11:203.07:18408797:8.68:0,11:202.07:32364255:5.72:0,11:0:0:5.72:0,[11:201.83:17186554:5.72:0
QQQ_121319P209,U,U,7:201.23:15155921:8.44:0,7:200.96:10128652:8.44:0,7:201.54:14695374:8.44:0,7:201.59:15792836:8.44:0,7:201.43:16903669:8.44:0,7:202.91:18151654:8.44:0,7:203.07:18408797:8.44:0,7:202.07:32364255:8.44:0,7:0:0:8.44:0,[7:201.83:17186554:8.44:0
QQQ_122019P211,U,U,31:201.23:15155921:10.16:0,31:200.96:10128652:10.22:3,32:201.54:14695374:10.22:0,32:201.59:15792836:10.18:101,55:201.43:16903669:10.37:11,58:202.91:18151654:9.1:8,58:203.07:18408797:9.1:0,48:202.07:32364255:7.8:0,48:0:0:7.8:0,48:201.83:17186554:7.8:0
QQQ_122719P196,U,U,1:201.23:15155921:2.67:0,1:200.96:10128652:2.62:15,15:201.54:14695374:2.62:0,15:201.59:15792836:2.56:12,23:201.43:16903669:2.3:23,44:202.91:18151654:1.77:34,73:203.07:18408797:1.64:10,85:202.07:32364255:1.83:107,124:0:0:1.83:0,[124:201.83:17186554:1.86:10
QQQ_122719P196.5,U,U,2:201.23:15155921:2.71:0,2:200.96:10128652:2.71:0,2:201.54:14695374:2.71:0,2:201.59:15792836:2.71:0,2:201.43:16903669:2.71:0,2:202.91:18151654:2.71:0,U:203.07:18408797::,U:202.07:32364255:U:U,20:0:0:1.6:0,[20:201.83:17186554:2.0:15
QQQ_122719P197,U,U,1:201.23:15155921:3.14:1,2:200.96:10128652:2.88:1,3:201.54:14695374:2.52:11,13:201.59:15792836:2.66:4,15:201.43:16903669:2.66:0,15:202.91:18151654:2.1:13,27:203.07:18408797:1.9:3,39:202.07:32364255:2.49:31,59:0:0:2.49:0,[59:201.83:17186554:2.17:588
QQQ_122719P197.5,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:3.02:1,1:201.54:14695374:3.02:0,1:201.59:15792836:2.66:6,5:201.43:16903669:2.79:15,14:202.91:18151654:2.14:14,22:203.07:18408797:1.89:3,24:202.07:32364255:2.53:2,24:0:0:2.53:0,[24:201.83:17186554:2.42:1
QQQ_122719P198,U,U,23:201.23:15155921:3.43:1,24:200.96:10128652:3.43:0,24:201.54:14695374:2.98:3,26:201.59:15792836:3.14:2,28:201.43:16903669:2.9:4,29:202.91:18151654:2.31:27,34:203.07:18408797:2.12:123,264:202.07:32364255:2.55:79,294:0:0:2.57:11,[304:201.83:17186554:2.38:797
QQQ_122719P198.5,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:3.43:1,1:201.54:14695374:3.43:0,1:201.59:15792836:3.43:0,1:201.43:16903669:3.43:0,1:202.91:18151654:3.43:0,1:203.07:18408797:2.42:2,3:202.07:32364255:2.71:2,3:0:0:2.71:0,[3:201.83:17186554:2.53:577
QQQ_122719P199,U,U,2:201.23:15155921:3.75:3,2:200.96:10128652:3.66:1,3:201.54:14695374:3.66:0,3:201.59:15792836:3.17:1,4:201.43:16903669:3.27:20,23:202.91:18151654:2.49:28,38:203.07:18408797:2.15:50,155:202.07:32364255:2.55:43,186:0:0:2.74:40,[182:201.83:17186554:2.56:693
QQQ_122719P199.5,U,U,43:201.23:15155921:3.6:0,43:200.96:10128652:3.68:2,45:201.54:14695374:3.23:1,45:201.59:15792836:3.23:0,45:201.43:16903669:3.23:0,45:202.91:18151654:3.23:0,45:203.07:18408797:2.87:1,46:202.07:32364255:2.87:0,46:0:0:2.87:0,[46:201.83:17186554:2.88:31
QQQ_122719P200,U,U,4:201.23:15155921:4.06:8,12:200.96:10128652:3.87:24,33:201.54:14695374:3.6:11,35:201.59:15792836:3.8:38,63:201.43:16903669:3.48:11,72:202.91:18151654:2.8:4,74:203.07:18408797:2.53:24,114:202.07:32364255:3.03:237,193:0:0:2.96:130,[286:201.83:17186554:2.85:61
QQQ_122719P201,U,U,7:201.23:15155921:4.13:21,27:200.96:10128652:4.3:28,30:201.54:14695374:4.04:20,43:201.59:15792836:4.04:170,89:201.43:16903669:3.82:193,139:202.91:18151654:3.14:35,147:203.07:18408797:2.74:24,157:202.07:32364255:3.24:41,177:0:0:3.56:74,[218:201.83:17186554:3.16:131
QQQ_122719P202,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:0.0:0,0:201.54:14695374:4.56:47,21:201.59:15792836:4.25:4,25:201.43:16903669:4.25:0,25:202.91:18151654:3.57:37,51:203.07:18408797:3.22:15,105:202.07:32364255:3.75:108,205:0:0:3.86:38,[230:201.83:17186554:3.6:78
QQQ_122719P202.5,U,U,27:201.23:15155921:4.76:0,27:200.96:10128652:4.76:0,27:201.54:14695374:4.76:0,27:201.59:15792836:4.45:1,28:201.43:16903669:4.45:0,28:202.91:18151654:3.74:60,75:203.07:18408797:3.31:21,111:202.07:32364255:3.96:88,U:0:0:U:U,[188:201.83:17186554:3.88:4
QQQ_122719P203,U,U,0:201.23:15155921:5.04:1,1:200.96:10128652:5.04:0,1:201.54:14695374:4.51:9,10:201.59:15792836:5.15:9,11:201.43:16903669:5.15:0,11:202.91:18151654:3.94:254,261:203.07:18408797:3.59:53,784:202.07:32364255:4.06:444,946:0:0:4.11:22,[944:201.83:17186554:3.96:382
QQQ_122719P204,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:5.94:35,35:201.54:14695374:5.94:0,35:201.59:15792836:5.29:1,36:201.43:16903669:5.29:0,36:202.91:18151654:4.4:218,254:203.07:18408797:3.96:1,307:202.07:32364255:4.48:242,416:0:0:4.63:1,[416:201.83:17186554:4.61:4
QQQ_122719P205,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:0.0:0,0:201.54:14695374:5.61:4,4:201.59:15792836:5.74:4,8:201.43:16903669:5.97:55,59:202.91:18151654:4.94:5,60:203.07:18408797:5.04:5,U:202.07:32364255:U:U,U:0:0:U:U,[685:201.83:17186554:5.2:7
QQQ_122719P206,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:6.97:1,1:201.54:14695374:6.97:0,1:201.59:15792836:6.97:0,1:201.43:16903669:6.58:22,23:202.91:18151654:6.58:0,23:203.07:18408797:6.58:0,46:202.07:32364255:5.83:6,U:0:0:U:U,[45:201.83:17186554:5.94:2
QQQ_122719P207,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:8.25:10,10:201.54:14695374:6.63:26,21:201.59:15792836:6.63:0,21:201.43:16903669:6.63:0,21:202.91:18151654:6.63:0,21:203.07:18408797:6.63:0,24:202.07:32364255:5.73:56,66:0:0:6.43:1,[66:201.83:17186554:6.58:2
QQQ_122719P207.5,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:0.0:0,0:201.54:14695374:0.0:0,0:201.59:15792836:0.0:0,0:201.43:16903669:0.0:0,0:202.91:18151654:0.0:0,0:203.07:18408797:0.0:0,0:202.07:32364255:6.04:29,29:0:0:6.04:0,[29:201.83:17186554:6.04:0
QQQ_122719P208,U,U,0:201.23:15155921:8.24:1,1:200.96:10128652:8.92:1,0:201.54:14695374:8.92:0,0:201.59:15792836:7.89:1,1:201.43:16903669:7.89:0,1:202.91:18151654:7.89:0,1:203.07:18408797:7.89:0,1:202.07:32364255:6.47:122,U:0:0:U:U,[123:201.83:17186554:6.47:0
QQQ_122719P209,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:0.0:0,0:201.54:14695374:8.46:1,1:201.59:15792836:8.89:1,0:201.43:16903669:8.89:0,0:202.91:18151654:8.89:0,0:203.07:18408797:8.89:0,4:202.07:32364255:6.69:0,4:0:0:6.69:0,[4:201.83:17186554:6.69:0
QQQ_123119P211,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:0.0:0,0:201.54:14695374:0.0:0,0:201.59:15792836:0.0:0,0:201.43:16903669:0.0:0,0:202.91:18151654:9.26:4,4:203.07:18408797:8.49:1,4:202.07:32364255:10.08:1,U:0:0:U:U,[4:201.83:17186554:10.08:0
QQQ_112219P195.5,U,U,U,15:200.96:10128652:0.5:15,18:201.54:14695374:0.41:34,47:201.59:15792836:0.41:3569,3480:201.43:16903669:0.33:231,3557:202.91:18151654:0.12:14654,U:203.07:18408797::,18232:202.07:32364255:0.06:38,18241:0:0:0.01:2189,16660:201.83:17186554:0.01:1550
QQQ_122719P195.5,U,U,U,1:200.96:10128652:2.55:0,1:201.54:14695374:2.55:0,1:201.59:15792836:2.31:1,2:201.43:16903669:2.31:0,2:202.91:18151654:1.7:3,U:203.07:18408797::,4:202.07:32364255:1.91:92,96:0:0:1.91:0,96:201.83:17186554:1.91:0
QQQ_011720P192,U,U,U,U,U,U,9572:201.43:16903669:2.44:29,9572:202.91:18151654:1.97:113,9558:203.07:18408797:1.86:119,U:202.07:32364255:U:U,9338:0:0:2.27:334,[9330:201.83:17186554:2.11:578
QQQ_011720P193,U,U,U,U,U,U,4293:201.43:16903669:2.93:12,4291:202.91:18151654:2.12:2096,6052:203.07:18408797:1.94:3065,8620:202.07:32364255:2.32:276,8586:0:0:2.38:381,[8422:201.83:17186554:2.37:760
QQQ_011720P194,U,U,U,U,U,U,3417:201.43:16903669:2.85:29,3432:202.91:18151654:2.42:549,3771:203.07:18408797:2.19:6117,8358:202.07:32364255:2.48:250,8349:0:0:2.63:99,[8346:201.83:17186554:2.55:504
QQQ_011720P195,U,U,U,U,U,U,31073:201.43:16903669:3.07:143,31095:202.91:18151654:2.5:4247,33884:203.07:18408797:2.4:3758,32734:202.07:32364255:2.7:4498,U:0:0:U:U,[37633:201.83:17186554:2.83:546
QQQ_011720P196,U,U,U,U,U,U,1859:201.43:16903669:3.33:95,1903:202.91:18151654:2.79:507,2297:203.07:18408797:2.58:49,2331:202.07:32364255:2.95:1002,2814:0:0:3.09:858,[3256:201.83:17186554:2.92:507
QQQ_011720P197,U,U,U,U,U,U,2011:201.43:16903669:3.69:97,1941:202.91:18151654:2.96:86,1936:203.07:18408797:2.82:109,2005:202.07:32364255:3.21:415,2134:0:0:3.3:6,[2135:201.83:17186554:3.29:4357
QQQ_011720P198,U,U,U,U,U,U,1775:201.43:16903669:3.85:76,1800:202.91:18151654:3.25:203,1832:203.07:18408797:3.05:296,1899:202.07:32364255:3.6:479,U:0:0:U:U,[2532:201.83:17186554:3.41:728
QQQ_011720P199,U,U,U,U,U,U,1383:201.43:16903669:4.19:1038,2121:202.91:18151654:3.51:366,2226:203.07:18408797:3.36:133,2179:202.07:32364255:3.75:431,2428:0:0:3.92:937,[3213:201.83:17186554:3.7:673
QQQ_011720P200,U,U,U,U,U,U,23958:201.43:16903669:4.5:2193,24487:202.91:18151654:3.82:3006,24942:203.07:18408797:3.6:421,27604:202.07:32364255:3.98:1223,27550:0:0:4.22:2053,[27350:201.83:17186554:4.07:3938
QQQ_011720P201,U,U,U,U,U,U,2714:201.43:16903669:4.93:700,3229:202.91:18151654:4.15:749,3336:203.07:18408797:3.93:823,3883:202.07:32364255:4.4:819,4349:0:0:4.61:761,[4656:201.83:17186554:4.37:3026
QQQ_011720P202,U,U,U,U,U,U,773:201.43:16903669:5.34:196,803:202.91:18151654:4.47:1886,2533:203.07:18408797:4.2:238,2858:202.07:32364255:4.69:2272,U:0:0:U:U,[6036:201.83:17186554:4.76:728
QQQ_011720P203,U,U,U,U,U,U,433:201.43:16903669:5.77:105,519:202.91:18151654:4.88:1485,1845:203.07:18408797:4.72:360,U:202.07:32364255:5.52:14:202.07:32364255:.5:U,U:0:0:U:U,[2983:201.83:17186554:5.27:129
QQQ_011720P204,U,U,U,U,U,U,531:201.43:16903669:6.24:15,527:202.91:18151654:5.38:22,537:203.07:18408797:5.07:579,U:202.07:32364255:U:U,1161:0:0:5.78:1101,[1340:201.83:17186554:5.62:428
QQQ_011720P205,U,U,U,U,U,U,1102:201.43:16903669:6.75:529,1223:202.91:18151654:5.81:1419,1769:203.07:18408797:5.51:1071,2403:202.07:32364255:6.06:1009,2449:0:0:6.48:111,[2413:201.83:17186554:6.15:894
QQQ_011720P206,U,U,U,U,U,U,609:201.43:16903669:7.42:96,625:202.91:18151654:6.53:47,633:203.07:18408797:6.02:22,886:202.07:32364255:7.06:219,804:0:0:6.75:32,[809:201.83:17186554:6.9:112
QQQ_011720P207,U,U,U,U,U,U,227:201.43:16903669:8.11:0,227:202.91:18151654:6.92:7,222:203.07:18408797:6.57:13,U:202.07:32364255:U:U,325:0:0:7.57:9,[334:201.83:17186554:7.3:26
QQQ_011720P208,U,U,U,U,U,U,92:201.43:16903669:8.65:0,92:202.91:18151654:8.65:0,92:203.07:18408797:7.16:725,369:202.07:32364255:8.63:195,539:0:0:8.4:250,[402:201.83:17186554:8.13:1
QQQ_011720P209,U,U,U,U,U,U,92:201.43:16903669:9.36:2,93:202.91:18151654:8.57:18,85:203.07:18408797:8.57:0,106:202.07:32364255:8.92:58,U:0:0:U:U,[122:201.83:17186554:8.58:1
QQQ_011720P210,U,U,U,U,U,U,3115:201.43:16903669:9.95:17,3116:202.91:18151654:8.77:282,3027:203.07:18408797:8.43:166,U:202.07:32364255:U:U,U:0:0:U:U,[3078:201.83:17186554:9.41:6
QQQ_011720P211,U,U,U,U,U,U,90:201.43:16903669:11.17:15,102:202.91:18151654:9.75:21,96:203.07:18408797:9.89:1,97:202.07:32364255:10.46:25,83:0:0:10.23:16,[83:201.83:17186554:10.15:1
QQQ_011720P212,U,U,U,U,U,U,U,243:202.91:18151654:10.51:36,246:203.07:18408797:10.31:1,247:202.07:32364255:10.31:0,U:0:0:U:U,248:201.83:17186554:11.11:0
QQQ_112219P210,U,U,U,U,U,U,U,0:202.91:18151654:7.75:1,1:203.07:18408797:7.31:1,2:202.07:32364255:8.43:23,22:0:0:8.43:0,22:201.83:17186554:8.07:1
QQQ_112219P211,U,U,U,U,U,U,U,1:202.91:18151654:10.88:0,1:203.07:18408797:10.88:0,17:202.07:32364255:8.14:16,6:0:0:8.14:0,6:201.83:17186554:9.5:23
QQQ_112919P210,U,U,U,U,U,U,U,4:202.91:18151654:9.38:0,4:203.07:18408797:9.38:0,5:202.07:32364255:8.23:22,12:0:0:8.05:4,13:201.83:17186554:8.03:2
QQQ_112919P211,U,U,U,U,U,U,U,0:202.91:18151654:0.0:0,0:203.07:18408797:8.1:20,10:202.07:32364255:8.64:10,U:0:0:U:U,0:201.83:17186554:8.64:0
QQQ_120619P210,U,U,U,U,U,U,U,11:202.91:18151654:8.61:0,11:203.07:18408797:8.61:0,28:202.07:32364255:8.24:41,3:0:0:8.3:1,3:201.83:17186554:8.28:2
QQQ_120619P211,U,U,U,U,U,U,U,0:202.91:18151654:8.72:2,0:203.07:18408797:8.72:0,0:202.07:32364255:8.72:0,U:0:0:U:U,0:201.83:17186554:9.47:38
QQQ_121319P210,U,U,U,U,U,U,U,0:202.91:18151654:7.64:15,15:203.07:18408797:7.64:0,15:202.07:32364255:9.33:3,18:0:0:9.33:0,18:201.83:17186554:8.46:15
QQQ_121319P211,U,U,U,U,U,U,U,11:202.91:18151654:9.93:0,11:203.07:18408797:9.93:0,11:202.07:32364255:9.93:0,U:0:0:U:U,11:201.83:17186554:9.93:0
QQQ_122019P212,U,U,U,U,U,U,U,230:202.91:18151654:9.85:2,230:203.07:18408797:8.88:7,237:202.07:32364255:10.31:36,239:0:0:10.31:0,239:201.83:17186554:10.7:16
QQQ_122719P210,U,U,U,U,U,U,U,3:202.91:18151654:8.62:10,13:203.07:18408797:8.62:0,14:202.07:32364255:7.85:0,14:0:0:7.85:0,14:201.83:17186554:7.85:0
QQQ_122719P211,U,U,U,U,U,U,U,0:202.91:18151654:9.08:1,1:203.07:18408797:9.08:0,1:202.07:32364255:9.08:0,1:0:0:9.08:0,1:201.83:17186554:9.08:0
QQQ_123119P212,U,U,U,U,U,U,U,24:202.91:18151654:14.16:0,24:203.07:18408797:14.16:0,24:202.07:32364255:9.94:9,33:0:0:9.94:0,33:201.83:17186554:9.94:0
QQQ_011720P213,U,U,U,U,U,U,U,U,142:203.07:18408797:10.68:3,143:202.07:32364255:10.59:1,144:0:0:12.0:10,144:201.83:17186554:12.0:0
QQQ_112219P212,U,U,U,U,U,U,U,U,11:203.07:18408797:9.77:0,11:202.07:32364255:9.77:0,1:0:0:9.77:0,1:201.83:17186554:10.53:1
QQQ_112919P198.5,U,U,U,U,U,U,U,U,0:203.07:18408797:0.5:125,392:202.07:32364255:0.56:1264,874:0:0:0.57:113,[866:201.83:17186554:0.28:3738
QQQ_112919P199.5,U,U,U,U,U,U,U,U,0:203.07:18408797:0.62:11,78:202.07:32364255:0.85:595,387:0:0:0.75:356,[563:201.83:17186554:0.45:1079
QQQ_112919P212,U,U,U,U,U,U,U,U,1:203.07:18408797:9.8:0,1:202.07:32364255:9.6:4,U:0:0:U:U,1:201.83:17186554:9.6:0
QQQ_120619P212,U,U,U,U,U,U,U,U,1:203.07:18408797:12.41:0,1:202.07:32364255:8.7:4,5:0:0:10.32:4,3:201.83:17186554:10.8:2
QQQ_121319P212,U,U,U,U,U,U,U,U,0:203.07:18408797:0.0:0,0:202.07:32364255:0.0:0,0:0:0:0.0:0,0:201.83:17186554:0.0:0
QQQ_122019P197.5,U,U,U,U,U,U,U,U,0:203.07:18408797:1.53:87,222:202.07:32364255:1.92:59,273:0:0:1.87:112,[357:201.83:17186554:1.88:527
QQQ_122019P198.5,U,U,U,U,U,U,U,U,0:203.07:18408797:1.88:255,U:202.07:32364255:U:U,1057:0:0:2.14:1,[1056:201.83:17186554:2.09:376
QQQ_122019P199.5,U,U,U,U,U,U,U,U,0:203.07:18408797:2.08:305,570:202.07:32364255:2.45:655,U:0:0:U:U,[1132:201.83:17186554:2.37:724
QQQ_122019P202.5,U,U,U,U,U,U,U,U,0:203.07:18408797:2.94:575,1747:202.07:32364255:3.28:599,U:0:0:U:U,[2019:201.83:17186554:3.27:177
QQQ_122019P207.5,U,U,U,U,U,U,U,U,0:203.07:18408797:0.0:0,0:202.07:32364255:6.37:2,2:0:0:6.37:0,[2:201.83:17186554:6.37:0
QQQ_122719P212,U,U,U,U,U,U,U,U,0:203.07:18408797:0.0:0,0:202.07:32364255:0.0:0,0:0:0:10.75:10,10:201.83:17186554:10.75:0
QQQ_123119P213,U,U,U,U,U,U,U,U,36:203.07:18408797:12.39:0,75:202.07:32364255:10.15:0,75:0:0:10.15:0,75:201.83:17186554:10.15:0
QQQ_122019P196.5,U,U,U,U,U,U,U,U,U,U,U,764:201.83:17186554:1.73:110
QQQ_010320P202,U,U,U,U,U,U,U,U,U,U,U,30:201.83:17186554:4.04:500
QQQ_010320P198,U,U,U,U,U,U,U,U,U,U,U,24:201.83:17186554:2.8:12
QQQ_010320P199.5,U,U,U,U,U,U,U,U,U,U,U,25:201.83:17186554:3.24:0
QQQ_010320P203,U,U,U,U,U,U,U,U,U,U,U,0:201.83:17186554:4.48:6
QQQ_010320P207,U,U,U,U,U,U,U,U,U,U,U,0:201.83:17186554:0.0:0
QQQ_010320P197.5,U,U,U,U,U,U,U,U,U,U,U,0:201.83:17186554:2.61:45
QQQ_010320P206,U,U,U,U,U,U,U,U,U,U,U,0:201.83:17186554:6.59:50
QQQ_010320P199,U,U,U,U,U,U,U,U,U,U,U,25:201.83:17186554:3.07:0
QQQ_010320P204,U,U,U,U,U,U,U,U,U,U,U,4:201.83:17186554:5.19:1
QQQ_010320P202.5,U,U,U,U,U,U,U,U,U,U,U,0:201.83:17186554:4.27:1
QQQ_010320P197,U,U,U,U,U,U,U,U,U,U,U,12:201.83:17186554:2.38:23
QQQ_010320P201,U,U,U,U,U,U,U,U,U,U,U,1:201.83:17186554:3.6:56
QQQ_010320P200,U,U,U,U,U,U,U,U,U,U,U,428:201.83:17186554:3.3:6
QQQ_010320P207.5,U,U,U,U,U,U,U,U,U,U,U,0:201.83:17186554:0.0:0
QQQ_010320P198.5,U,U,U,U,U,U,U,U,U,U,U,0:201.83:17186554:0.0:0
QQQ_010320P205,U,U,U,U,U,U,U,U,U,U,U,0:201.83:17186554:5.5:50
QQQ_112919P196.5,U,U,U,U,U,U,U,U,U,U,U,1133:201.83:17186554:0.16:118
QQQ_010320P208,U,U,U,U,U,U,U,U,U,U,U,50:201.83:17186554:7.46:2
QQQ_010320P196,U,U,U,U,U,U,U,U,U,U,U,0:201.83:17186554:2.27:26
QQQ_010320P196.5,U,U,U,U,U,U,U,U,U,U,U,0:201.83:17186554:2.38:21
QQQ_010320P209,U,U,U,U,U,U,U,U,U,U,U,40:201.83:17186554:8.53:0
